id,cgpa,tenth_percentage,twelfth_percentage,backlog_history_count,programming_score,sql_score,dsa_score,web_dev_score,git_score,cloud_score,aptitude_score,logical_score,coding_score,communication_score,interview_score,presentation_score,verified_project_count,project_complexity_score,verified_internship_count,verified_certification_count,open_source_score,hackathon_score,leadership_score,placed
2217,6.57,79.8,79.1,1,66,56,56,55,58,57,55,62,61,56,60,59,0,0,0,0,15,0,0,0
2218,7.48,85.4,83.4,1,75,67,70,64,76,53,58,62,69,70,64,57,0,0,1,1,60,45,63,1
2219,8.37,85.1,77.7,0,62,52,61,57,50,58,78,67,70,55,59,66,4,88,0,0,0,86,0,1
2220,7.28,75.9,80.6,0,74,58,78,66,64,50,75,68,74,53,50,39,0,0,0,0,46,37,0,1
2221,7.52,78.2,76.6,0,74,64,70,60,69,62,70,68,82,49,55,47,0,0,0,1,0,0,0,1
2222,9.35,93.6,94.2,0,75,64,62,68,51,46,63,48,62,50,54,51,0,0,0,1,0,0,0,1
2223,7.13,82.1,77.7,0,75,66,73,72,58,61,70,69,72,62,62,54,0,0,0,0,0,0,46,1
2224,6.0,76.8,71.8,1,57,28,43,45,55,27,48,44,49,63,60,63,0,0,0,2,59,0,10,0
2225,8.25,86.0,70.2,0,64,59,64,57,74,46,59,53,67,64,67,53,0,0,0,0,0,0,30,1
2226,7.74,77.1,80.8,2,76,70,71,62,68,51,71,65,68,56,71,66,0,0,0,0,24,0,37,1
2227,7.92,77.3,83.9,1,52,45,52,48,49,51,53,53,57,67,46,43,0,0,0,1,0,0,0,1
2228,7.56,73.7,78.9,0,70,56,68,72,63,51,54,59,60,54,56,52,0,0,0,2,36,0,0,0
2229,7.04,79.3,78.8,0,68,58,61,63,64,56,69,66,72,63,68,65,2,38,0,1,0,14,45,1
2230,8.28,88.3,83.5,0,77,64,83,73,69,54,82,74,78,53,51,58,0,0,0,0,0,0,0,1
2231,8.53,91.5,94.6,0,63,53,63,55,64,44,69,64,70,45,62,53,0,0,1,1,53,69,0,1
2232,7.44,78.6,82.3,0,82,83,68,84,78,59,58,50,72,60,70,45,0,0,0,0,66,0,0,0
2233,8.24,86.0,83.6,3,62,47,58,63,58,45,69,70,71,67,67,62,2,50,2,0,0,0,0,1
2234,6.49,80.7,83.1,1,60,52,50,60,53,48,48,53,67,60,57,42,0,0,1,0,12,0,0,0
2235,7.76,81.3,73.0,0,74,63,83,58,71,59,79,69,73,61,54,64,3,57,2,1,0,0,0,1
2236,8.94,94.1,97.6,1,55,52,45,45,65,40,70,61,62,56,51,46,1,50,2,1,43,47,0,1
2237,8.75,88.1,89.6,1,53,36,48,52,53,30,51,49,52,42,44,47,0,0,0,1,0,0,0,0
2238,5.96,68.9,72.5,0,73,66,82,64,73,67,80,68,83,44,68,55,0,0,1,1,60,0,0,1
2239,6.59,80.5,73.9,0,71,56,65,71,74,76,70,67,68,73,71,68,2,49,1,3,63,30,53,1
2240,6.32,80.6,75.8,0,70,58,75,67,73,50,73,72,80,45,48,48,0,0,0,0,0,0,15,0
2241,9.9,99.0,98.0,1,62,52,64,70,55,61,58,64,56,54,58,54,0,0,0,1,0,0,31,1
2242,7.96,93.9,80.2,1,69,58,64,68,57,55,78,68,69,51,58,53,1,57,0,2,50,34,0,1
2243,8.81,94.6,83.5,1,54,42,52,56,55,44,62,53,55,52,53,53,0,0,2,0,0,0,0,0
2244,7.32,82.5,74.5,1,58,49,51,56,59,44,66,67,63,61,55,54,2,79,0,0,33,32,30,0
2245,6.55,74.3,74.4,1,52,42,67,43,48,42,77,72,72,43,60,54,1,79,0,1,62,51,0,1
2246,8.14,85.5,81.3,0,78,71,70,70,77,54,69,70,68,64,72,64,1,76,1,0,0,51,0,1
2247,6.58,76.1,84.6,0,74,58,69,63,75,45,66,67,62,57,50,50,0,0,0,1,0,0,0,0
2248,7.95,82.6,70.2,1,81,65,66,68,70,60,75,63,70,63,79,70,0,0,1,1,14,0,0,1
2249,5.99,79.2,69.8,0,65,56,62,59,54,40,60,65,61,49,48,49,0,0,0,3,21,10,10,0
2250,7.89,81.8,83.2,0,73,48,71,58,57,69,71,70,70,49,53,54,0,0,0,1,0,28,0,1
2251,7.21,75.5,78.7,2,52,34,47,45,50,39,59,59,60,72,68,70,1,55,0,3,50,60,72,1
2252,9.33,99.0,93.1,0,77,55,67,51,64,54,71,65,64,57,60,53,0,0,0,0,40,32,0,1
2253,7.83,83.0,86.2,3,62,49,63,52,63,46,67,65,71,64,64,62,0,0,2,1,41,0,0,0
2254,7.9,80.7,79.5,0,70,64,66,71,69,60,70,76,63,69,62,60,0,0,1,0,0,0,0,1
2255,6.3,69.8,72.9,0,52,45,50,42,46,46,49,47,53,56,56,48,0,0,0,2,0,0,34,1
2256,7.55,80.2,87.1,1,48,29,53,38,51,29,64,54,60,66,49,54,0,0,0,1,0,42,33,0
2257,5.89,75.9,76.3,0,55,39,53,46,42,43,49,54,63,69,53,64,0,0,0,0,25,19,0,0
2258,7.82,82.9,80.0,0,60,46,53,56,61,61,64,64,59,65,70,66,2,59,1,3,55,0,54,1
2259,7.9,76.3,81.0,2,72,60,53,58,59,47,66,49,59,54,53,45,1,58,0,0,0,0,0,0
2260,6.64,72.3,82.7,0,76,70,67,71,72,68,81,66,83,53,62,38,0,0,0,2,0,0,10,0
2261,8.07,89.3,81.8,0,58,48,60,42,42,43,70,59,57,54,46,53,3,63,0,2,0,44,0,1
2262,7.25,79.3,72.3,0,70,66,66,61,72,54,68,63,69,72,74,61,0,0,1,3,52,0,0,1
2263,7.27,81.0,76.6,0,73,47,62,63,75,52,64,61,59,64,59,61,0,0,0,0,30,0,0,1
2264,6.9,79.0,64.9,1,54,31,55,41,46,42,61,57,49,66,54,72,0,0,0,1,0,52,30,1
2265,8.86,88.3,88.5,0,60,58,62,64,56,49,68,62,66,74,68,61,0,0,0,2,0,0,64,1
2266,7.3,76.5,73.7,0,74,68,59,66,77,61,71,74,67,50,58,57,2,65,1,0,45,0,0,1
2267,6.88,80.0,77.8,2,70,66,69,70,69,43,56,68,73,63,65,60,1,56,1,1,38,16,32,1
2268,6.77,81.7,80.5,1,70,67,64,73,75,66,54,62,60,69,61,66,0,0,0,1,0,0,50,0
2269,7.15,82.8,84.3,1,71,62,79,64,70,67,77,78,84,66,58,56,0,0,2,0,0,29,0,0
2270,7.85,78.0,86.1,1,68,49,59,63,51,65,67,66,72,65,65,62,2,59,0,0,39,43,0,1
2271,7.4,76.0,81.4,1,66,69,65,68,67,58,62,66,57,68,70,70,2,77,1,0,76,72,0,1
2272,7.81,78.1,81.7,0,81,71,67,69,67,58,62,64,69,68,63,59,3,74,1,0,59,68,25,1
2273,7.52,80.4,80.5,2,70,45,67,59,56,48,66,61,63,62,62,59,0,0,1,1,39,26,0,1
2274,6.98,78.6,82.3,3,68,56,75,71,77,61,60,60,66,54,59,43,1,77,0,0,0,0,0,1
2275,8.59,92.8,98.0,1,65,49,55,55,58,47,72,62,59,75,63,63,0,0,2,3,0,0,72,1
2276,7.16,82.5,72.6,1,65,45,68,54,67,47,78,77,67,61,55,56,1,65,0,2,84,51,0,1
2277,7.55,86.9,80.8,0,69,63,80,71,69,49,81,74,83,52,62,52,0,0,1,0,44,34,0,1
2278,7.62,78.5,88.7,3,75,55,54,65,60,52,55,71,70,46,61,51,0,0,0,2,0,0,10,0
2279,7.71,79.2,87.5,1,61,50,62,55,53,44,89,66,71,69,58,62,4,55,0,1,30,10,0,1
2280,6.77,81.1,74.5,0,65,49,53,50,57,41,67,53,65,56,53,61,0,0,0,2,65,0,55,1
2281,6.59,81.0,66.4,1,53,36,57,52,55,40,66,71,60,55,42,54,1,53,0,1,61,61,0,0
2282,7.89,80.0,81.2,1,64,57,54,54,50,47,62,72,57,53,52,45,0,0,0,0,0,10,0,1
2283,6.98,77.7,82.6,1,74,62,71,61,67,43,72,67,66,65,60,48,0,0,0,1,0,0,39,1
2284,5.88,70.0,62.8,0,72,62,65,69,68,57,68,60,69,36,50,36,0,0,1,2,45,37,0,0
2285,7.67,87.4,86.9,1,60,45,64,52,47,47,73,72,62,49,48,55,0,0,0,2,42,34,0,0
2286,7.8,79.3,83.0,1,60,53,60,50,57,50,69,63,64,57,54,46,0,0,0,0,0,0,0,1
2287,6.87,69.8,70.0,0,66,46,58,50,55,55,64,62,51,50,56,58,0,0,0,0,0,28,0,0
2288,7.2,76.6,68.9,0,69,69,73,58,61,43,58,57,64,51,62,59,0,0,0,3,44,0,0,1
2289,8.06,81.9,75.1,0,64,55,58,57,64,52,59,60,64,62,51,57,1,71,1,0,0,71,0,1
2290,6.41,75.3,76.0,0,65,66,57,61,62,63,70,61,66,55,56,47,4,72,2,0,90,84,0,1
2291,7.26,88.8,80.1,0,68,63,65,64,61,61,68,67,64,40,50,51,0,0,1,2,0,21,0,0
2292,8.31,94.5,89.9,0,60,57,62,44,58,42,62,59,53,60,49,42,0,0,2,0,0,0,0,0
2293,7.37,77.2,75.0,0,61,57,58,59,51,46,66,65,65,65,62,51,2,59,0,0,0,10,41,1
2294,7.49,75.2,79.4,0,89,76,80,87,91,85,66,68,95,59,71,67,0,0,2,1,0,24,0,1
2295,7.68,83.0,75.5,0,83,63,77,82,84,60,59,67,72,70,71,46,0,0,0,1,0,0,0,1
2296,6.85,79.8,72.3,0,63,51,42,52,45,37,45,49,47,69,51,61,0,0,0,1,18,0,0,0
2297,5.95,69.3,67.3,2,70,44,64,38,56,40,70,68,63,67,59,62,1,67,0,0,50,44,31,1
2298,6.5,78.2,74.0,0,88,76,87,86,84,78,67,80,90,60,57,61,0,0,1,3,90,66,0,1
2299,6.74,80.6,75.3,0,49,52,53,53,37,54,66,65,58,73,58,62,0,0,0,1,0,0,41,0
2300,5.49,70.1,73.8,1,65,37,57,64,69,58,62,67,57,66,57,51,2,64,0,3,14,0,20,0
2301,6.31,74.9,69.6,0,66,54,65,61,67,39,76,72,73,47,57,42,2,57,0,0,0,0,0,0
2302,8.26,89.5,84.7,0,60,55,54,57,59,50,52,61,54,62,52,54,0,0,0,0,0,0,0,0
2303,7.33,86.4,78.9,1,60,57,66,43,63,51,68,60,64,51,54,52,1,73,0,0,62,51,0,1
2304,6.95,70.4,61.3,0,64,54,43,61,63,41,53,52,54,70,67,60,2,49,1,1,0,0,20,0
2305,7.11,77.3,78.8,1,48,46,68,53,56,47,71,68,51,45,57,52,1,61,0,2,0,0,0,0
2306,7.2,84.4,72.5,0,65,58,64,57,56,37,52,51,58,66,61,51,3,59,0,1,0,0,54,1
2307,6.96,80.5,79.5,2,80,64,78,72,74,63,63,68,65,50,56,59,3,65,0,0,23,17,0,0
2308,7.48,72.7,80.4,3,60,55,69,54,65,46,68,74,54,59,57,59,0,0,0,2,0,0,27,0
2309,9.59,97.0,98.0,0,67,66,59,60,55,35,78,63,64,54,61,51,0,0,1,0,0,38,0,1
2310,8.98,87.5,88.3,0,74,55,71,58,52,60,74,63,62,72,55,64,0,0,2,1,0,47,0,1
2311,7.85,80.4,81.8,0,66,44,55,62,76,57,57,50,53,55,59,48,0,0,0,0,0,0,0,0
2312,7.48,80.6,81.7,0,58,55,56,58,42,54,70,62,71,79,66,79,0,0,0,1,18,0,82,1
2313,6.83,79.5,74.7,2,70,55,68,65,67,66,81,76,62,60,79,62,4,73,1,2,58,0,0,1
2314,7.48,77.2,80.6,0,51,37,48,48,48,43,65,63,48,69,59,68,0,0,0,0,0,0,0,0
2315,7.87,95.2,85.8,0,63,66,59,57,70,64,62,69,62,68,66,63,2,55,1,2,0,0,0,1
2316,7.97,80.3,79.7,2,74,63,73,72,63,65,73,62,79,51,54,45,0,0,2,0,0,58,0,0
2317,7.23,77.4,78.6,1,68,57,64,71,67,48,69,72,70,44,44,34,0,0,0,3,0,20,0,0
2318,7.66,93.0,89.3,1,62,56,59,58,51,53,60,70,62,52,58,61,2,64,1,0,63,60,0,1
2319,6.11,76.8,65.9,1,70,67,67,68,72,45,72,66,73,78,66,70,1,68,0,0,53,60,0,1
2320,7.59,88.1,82.1,1,46,36,47,33,42,27,51,51,45,53,55,50,0,0,1,0,38,0,0,0
2321,7.62,79.1,81.8,1,61,56,57,50,71,57,77,65,64,55,57,64,0,0,1,2,41,0,31,0
2322,7.74,87.9,80.4,1,72,63,75,57,65,66,80,70,70,62,65,56,0,0,0,0,0,0,0,1
2323,6.01,66.3,78.4,0,70,66,62,56,63,64,68,71,66,66,69,70,0,0,0,1,13,0,0,1
2324,5.63,66.2,71.1,1,70,56,73,70,73,46,65,62,74,57,68,58,3,80,2,2,0,67,0,1
2325,7.82,77.8,92.6,0,62,43,64,47,58,48,67,58,58,51,50,57,0,0,1,1,29,20,0,1
2326,8.43,92.8,87.7,0,65,53,58,58,39,36,72,63,66,58,59,63,0,0,0,3,10,0,0,0
2327,6.67,78.6,76.2,0,68,59,65,63,63,56,59,63,76,82,70,66,0,0,1,1,68,54,0,1
2328,6.24,74.0,70.4,1,68,58,51,60,59,59,58,55,56,66,63,54,1,57,0,0,58,52,0,1
2329,8.43,89.1,90.4,0,59,53,56,56,64,46,58,66,67,61,62,60,0,0,0,0,31,0,0,1
2330,5.87,68.4,64.8,1,77,70,72,72,74,63,65,71,64,75,65,61,0,0,1,2,26,0,0,1
2331,7.65,85.1,92.7,2,69,55,69,68,63,60,57,59,59,59,54,54,0,0,0,0,0,0,51,0
2332,5.95,68.1,78.8,0,48,40,49,34,32,37,78,63,58,57,43,56,0,0,0,3,0,0,0,0
2333,6.99,79.2,64.4,3,78,71,70,76,59,47,60,58,70,49,65,53,0,0,2,0,0,0,0,1
2334,6.06,73.9,70.3,0,63,46,53,51,53,43,44,50,53,69,64,64,0,0,0,2,0,0,0,0
2335,6.71,72.4,73.8,0,57,55,53,52,60,27,53,58,58,61,59,59,0,0,1,2,0,0,0,0
2336,6.47,74.7,79.4,2,71,77,77,65,61,53,61,57,65,68,67,57,0,0,1,2,55,0,17,0
2337,6.91,82.1,82.0,1,76,66,69,78,68,56,67,61,77,68,68,71,3,65,0,0,0,0,0,1
2338,7.01,76.7,66.2,1,74,76,74,64,65,59,69,64,73,57,63,56,0,0,0,0,0,13,0,1
2339,7.29,77.0,78.0,2,68,57,67,58,61,62,71,68,67,57,69,52,2,48,0,2,0,0,0,1
2340,6.77,82.1,74.8,0,71,55,52,58,65,51,61,62,66,56,62,57,0,0,0,0,22,0,0,1
2341,8.39,91.7,90.2,0,56,60,67,57,66,47,66,65,66,64,58,63,1,53,0,0,26,46,27,1
2342,7.42,86.7,75.3,0,49,45,51,54,50,42,61,51,48,64,57,60,1,73,0,1,26,27,0,0
2343,8.42,95.6,87.1,1,58,40,58,47,55,48,58,55,63,49,61,52,3,70,1,1,84,83,0,1
2344,8.01,87.0,82.0,0,53,51,61,59,51,43,79,60,68,56,57,54,0,0,0,0,0,0,0,1
2345,7.98,82.9,82.1,1,59,54,56,65,68,49,65,59,60,66,57,61,0,0,0,1,10,0,0,1
2346,8.94,96.8,95.8,0,62,48,63,51,65,49,66,62,69,69,64,68,0,0,0,0,0,26,0,1
2347,6.96,84.7,78.6,0,73,59,76,77,69,57,68,74,72,55,59,51,1,49,0,1,0,0,0,0
2348,6.06,82.4,77.7,3,72,72,58,73,59,57,64,55,59,69,67,74,1,51,0,0,0,30,52,1
2349,7.04,76.5,76.3,0,67,57,72,59,64,48,75,77,70,67,59,60,0,0,1,1,0,0,20,1
2350,6.1,75.2,72.1,2,71,47,57,59,65,46,64,61,66,69,51,57,0,0,1,0,53,49,66,1
2351,6.78,75.5,70.7,1,59,60,71,70,66,47,73,71,75,58,56,52,2,61,0,0,13,0,0,1
2352,6.79,76.6,78.3,1,63,54,63,54,58,54,69,63,57,43,53,37,3,47,0,0,32,36,0,0
2353,7.94,81.7,81.2,0,70,64,64,67,71,55,64,54,64,75,59,68,0,0,1,0,22,38,0,1
2354,7.24,75.0,79.1,3,62,62,65,64,61,57,58,57,69,68,58,65,0,0,1,2,0,56,54,1
2355,8.25,90.8,82.0,1,60,64,73,68,68,49,68,65,72,60,57,48,0,0,0,0,0,50,0,0
2356,6.85,78.0,73.2,0,71,55,73,54,65,48,76,69,75,52,50,49,1,62,0,2,40,0,0,1
2357,7.54,78.4,79.5,0,69,60,61,64,62,41,64,63,68,66,59,54,4,55,1,1,30,38,0,0
2358,7.8,85.0,82.4,0,60,46,51,51,58,30,60,60,66,56,56,60,0,0,1,2,42,43,0,0
2359,6.46,77.8,68.6,0,55,52,38,40,52,35,47,31,47,66,53,62,2,58,2,0,42,33,0,0
2360,7.55,69.2,75.7,0,86,62,64,68,70,55,64,67,68,52,65,54,0,0,1,0,0,0,0,1
2361,7.6,81.8,84.0,1,62,47,73,55,62,57,68,61,58,58,59,59,0,0,0,0,0,0,10,1
2362,7.14,82.4,77.5,0,60,65,61,58,50,42,71,69,73,63,66,66,1,57,0,1,0,34,0,1
2363,7.92,88.0,77.6,0,52,45,51,54,52,42,72,75,67,52,49,45,2,74,0,1,0,20,0,1
2364,6.79,85.0,71.9,1,65,48,59,54,58,66,46,48,58,54,63,61,4,60,0,2,0,0,0,0
2365,9.1,95.1,94.6,1,69,66,71,69,54,59,50,51,56,53,58,67,0,0,0,0,0,0,0,0
2366,7.46,86.0,78.0,0,63,57,52,47,57,44,49,49,57,60,64,64,0,0,1,1,0,0,0,1
2367,9.14,87.5,74.2,0,66,49,62,59,53,42,61,58,57,68,59,65,0,0,0,0,82,67,61,1
2368,7.95,83.0,83.7,1,77,69,80,82,88,63,72,71,76,63,49,61,0,0,1,1,50,73,0,1
2369,7.5,83.4,84.2,0,72,53,69,75,71,48,59,70,70,67,64,50,3,67,0,0,0,51,41,1
2370,8.76,81.7,91.2,1,50,46,46,55,43,38,52,50,44,49,59,56,0,0,2,2,0,0,0,0
2371,7.95,84.8,74.3,3,82,73,66,68,85,78,55,58,69,66,65,67,1,79,2,1,0,45,0,1
2372,6.88,81.7,73.7,3,66,54,66,56,58,45,62,61,60,65,50,50,0,0,1,2,49,44,33,1
2373,6.51,77.2,71.4,1,74,56,62,71,72,58,66,63,71,85,72,60,0,0,2,2,54,68,0,1
2374,5.58,65.8,56.6,0,58,47,59,56,45,48,51,58,44,44,50,51,0,0,0,0,10,0,0,0
2375,7.18,81.5,70.0,1,60,36,51,35,45,52,62,62,60,70,58,53,0,0,0,0,10,0,68,0
2376,8.68,86.9,98.0,0,69,61,58,60,62,62,60,53,64,65,69,62,0,0,0,1,0,16,47,1
2377,8.88,91.4,96.2,2,65,51,64,59,57,62,64,53,73,66,65,53,0,0,1,0,20,0,54,1
2378,6.94,77.8,83.1,1,66,56,75,70,64,56,77,73,77,60,67,72,0,0,0,3,0,0,0,1
2379,6.49,75.6,75.8,2,67,62,64,64,55,50,76,67,69,83,67,64,1,66,0,1,56,46,77,0
2380,6.98,75.4,72.3,1,77,65,62,59,64,65,67,64,57,52,45,50,4,81,1,0,0,65,0,1
2381,7.03,76.6,73.3,1,68,50,70,63,53,53,75,69,61,74,71,52,0,0,0,0,52,0,48,1
2382,7.45,76.4,77.3,1,60,31,48,57,59,44,55,54,52,59,56,69,0,0,0,0,59,0,0,1
2383,7.51,89.0,77.0,0,73,65,61,60,66,44,64,60,59,56,60,50,0,0,0,0,0,14,0,1
2384,5.83,78.2,64.1,1,61,46,67,60,56,51,67,71,57,60,52,52,2,79,0,0,0,53,0,1
2385,8.23,90.2,87.2,1,64,58,73,58,58,59,81,74,67,69,55,51,1,65,0,1,0,10,0,1
2386,6.18,68.8,74.1,0,57,61,67,61,73,46,75,72,79,56,59,54,1,61,1,0,63,52,0,1
2387,9.0,99.0,86.3,0,72,40,69,57,64,57,69,62,70,61,67,61,0,0,0,1,0,0,0,1
2388,7.37,73.4,78.2,1,59,44,59,57,52,39,58,66,58,57,50,59,1,66,0,0,37,0,0,0
2389,7.72,80.6,78.2,0,59,54,48,50,59,33,59,61,66,60,69,61,3,62,1,1,0,33,0,1
2390,8.01,88.4,95.7,1,73,67,68,51,69,51,72,66,73,50,61,50,0,0,1,2,26,0,0,1
2391,7.11,77.3,68.2,0,65,52,64,47,52,53,72,65,57,74,69,64,0,0,1,2,33,13,31,0
2392,8.58,95.9,90.5,1,67,46,47,55,60,50,62,62,69,70,53,51,0,0,0,0,35,0,0,1
2393,7.8,84.9,74.9,1,73,60,63,71,71,58,61,70,67,61,68,54,2,65,1,2,0,0,0,0
2394,7.43,76.4,76.9,2,68,57,65,66,59,51,62,60,66,53,45,62,0,0,0,0,0,0,0,0
2395,7.94,75.3,73.0,1,72,67,68,65,64,66,52,62,70,64,61,56,0,0,0,0,44,0,50,1
2396,6.58,85.0,76.6,1,66,52,64,52,57,48,69,64,61,43,55,58,0,0,0,2,0,46,0,0
2397,6.92,73.9,71.6,0,64,66,71,54,62,51,73,73,70,64,64,50,0,0,0,2,14,30,24,0
2398,7.25,85.6,84.0,0,59,54,60,56,63,51,53,63,62,58,58,54,1,49,0,0,0,15,0,0
2399,7.05,79.6,77.6,2,55,45,65,52,48,47,63,67,62,66,67,63,0,0,0,1,10,0,45,0
2400,8.58,81.1,81.3,0,64,61,51,50,56,52,51,56,61,83,58,64,0,0,1,2,27,0,0,0
2401,7.19,90.1,71.5,0,74,61,68,64,62,61,74,63,69,69,62,65,0,0,1,1,24,0,0,1
2402,8.27,90.1,83.3,0,78,78,74,72,71,66,79,73,79,61,53,51,0,0,0,2,0,0,0,1
2403,6.28,67.3,69.2,1,66,44,72,60,56,50,67,70,75,72,61,60,0,0,0,1,0,70,37,0
2404,8.45,92.0,93.0,1,68,42,65,60,66,57,65,75,63,62,68,69,0,0,0,0,0,0,49,1
2405,8.68,88.7,84.6,3,59,37,58,50,57,39,74,63,63,58,53,53,0,0,0,0,0,0,0,0
2406,6.8,66.2,73.5,2,48,39,43,45,50,36,62,49,47,82,71,70,0,0,0,2,0,0,85,0
2407,7.96,83.1,85.3,2,64,48,53,41,55,47,67,60,54,64,61,56,0,0,0,0,0,0,10,0
2408,7.18,75.4,71.5,0,54,39,48,45,49,41,50,52,45,62,54,56,4,54,2,1,0,31,0,1
2409,7.64,80.4,79.3,0,55,40,60,51,56,47,59,60,65,43,50,43,0,0,0,0,0,52,17,0
2410,8.18,81.4,79.8,1,60,64,59,58,66,57,62,67,64,70,67,60,0,0,0,1,30,0,0,1
2411,6.05,73.5,73.7,1,76,58,56,63,71,43,56,54,67,59,64,63,0,0,0,2,53,42,0,1
2412,7.16,79.6,75.8,1,72,61,68,65,64,61,71,66,62,63,68,59,0,0,1,0,0,0,33,1
2413,7.08,79.1,68.9,1,71,56,74,64,67,61,63,68,70,66,55,54,0,0,0,2,0,0,0,1
2414,7.05,79.6,71.9,1,80,65,78,82,63,69,63,63,79,54,64,51,0,0,0,0,0,31,0,1
2415,6.63,71.7,76.4,2,51,47,59,40,55,40,66,65,52,57,51,49,0,0,0,3,0,0,0,0
2416,6.76,77.5,80.5,0,70,47,61,57,71,50,61,69,72,62,65,74,0,0,1,0,64,0,0,1
2417,7.21,75.8,77.3,1,67,58,59,57,64,54,63,67,64,51,54,56,3,62,0,2,47,64,0,1
2418,6.91,77.5,64.4,0,66,52,61,55,66,45,57,59,63,79,65,63,0,0,2,3,0,0,0,1
2419,7.91,79.7,87.3,0,59,51,56,47,50,38,59,59,61,53,59,61,0,0,0,1,10,0,0,0
2420,7.66,77.3,77.8,0,60,53,50,51,54,38,45,45,46,42,45,51,0,0,0,2,0,0,0,1
2421,5.47,71.2,72.2,1,60,43,60,56,67,36,58,54,48,52,58,42,0,0,1,2,0,10,0,0
2422,7.37,80.5,67.6,1,60,48,47,53,52,35,50,57,46,49,48,51,3,70,1,0,0,0,16,0
2423,6.35,67.7,73.3,1,53,49,56,55,49,36,64,67,64,44,56,54,1,58,0,0,59,70,0,0
2424,7.39,83.8,78.7,0,65,56,60,53,56,50,64,66,57,51,53,48,0,0,1,2,49,40,0,1
2425,7.96,71.5,86.0,2,55,44,53,55,56,50,62,65,59,68,57,57,3,51,1,0,0,0,0,1
2426,7.94,88.7,90.3,2,58,56,66,58,58,39,79,71,63,74,67,64,1,58,1,0,25,0,57,1
2427,6.56,72.9,70.6,0,65,54,63,60,64,45,75,62,65,64,64,61,1,67,0,1,46,0,32,1
2428,7.46,81.2,83.3,0,68,57,67,65,73,61,59,53,60,76,62,60,0,0,0,0,0,39,85,1
2429,6.55,75.5,72.7,3,59,46,47,54,53,33,57,46,57,60,60,63,0,0,1,1,76,82,0,0
2430,8.28,80.0,66.8,0,73,63,62,72,58,65,68,69,70,51,61,60,1,77,1,2,0,0,0,1
2431,7.57,81.8,87.4,1,53,45,49,41,56,39,60,60,58,79,57,61,0,0,0,2,0,0,44,0
2432,7.34,83.8,68.1,1,73,71,69,68,61,62,63,58,63,70,50,59,2,62,1,0,0,18,60,1
2433,6.93,84.4,85.5,0,72,60,62,62,76,67,61,60,63,45,56,56,0,0,0,1,0,0,0,0
2434,6.77,80.9,75.3,0,77,60,68,58,73,58,72,77,76,54,51,37,4,42,0,1,0,0,0,1
2435,5.84,72.5,75.7,0,66,59,66,70,65,50,67,82,64,50,57,42,0,0,0,0,41,0,0,1
2436,8.08,81.8,76.2,0,69,55,73,69,73,64,73,73,73,60,72,66,1,55,2,2,0,0,0,1
2437,7.45,77.7,78.5,1,73,59,69,72,72,49,74,76,73,61,63,56,0,0,0,2,66,0,0,1
2438,8.72,85.8,72.7,0,60,46,55,50,47,39,66,65,59,57,62,52,0,0,0,1,0,0,19,1
2439,7.66,76.7,74.9,3,83,63,70,77,62,66,73,78,70,67,71,68,0,0,0,0,39,22,0,1
2440,7.21,81.4,75.3,0,68,63,64,51,58,64,80,62,60,59,64,50,0,0,0,1,46,10,0,1
2441,6.77,75.0,69.0,0,64,54,74,57,61,47,69,68,67,55,56,58,0,0,0,1,0,10,0,0
2442,6.71,75.0,77.0,1,63,54,55,54,50,53,77,68,68,60,63,53,0,0,0,3,0,0,37,0
2443,7.21,75.2,75.7,2,65,65,68,54,62,51,65,74,65,74,65,62,1,58,2,3,25,21,85,1
2444,6.79,74.2,73.0,0,74,71,68,52,59,39,55,64,64,70,58,61,0,0,1,1,58,55,0,0
2445,8.38,87.8,83.5,1,69,61,71,62,58,53,69,67,64,58,49,55,0,0,0,1,0,22,0,1
2446,6.83,81.4,77.8,0,67,51,63,65,48,54,68,67,63,60,54,53,2,56,0,2,0,0,0,1
2447,9.48,93.3,88.8,0,58,41,52,52,48,43,74,67,60,49,54,59,0,0,0,3,0,0,0,1
2448,5.73,71.7,71.2,1,54,44,50,44,44,40,53,51,64,69,65,59,0,0,0,2,0,0,0,0
2449,7.74,80.2,80.6,1,77,66,75,66,77,52,73,75,62,57,59,61,0,0,2,3,0,10,0,1
2450,7.31,91.1,92.1,2,79,51,60,62,63,49,68,68,73,56,71,58,2,59,2,1,0,0,0,1
2451,5.8,72.7,65.9,0,64,49,68,58,57,46,78,72,64,56,54,63,1,53,0,0,0,0,31,0
2452,5.78,69.4,67.1,0,69,49,58,55,66,47,65,69,70,65,60,66,2,72,1,2,15,27,0,0
2453,8.37,87.6,80.3,0,64,53,63,58,61,40,77,69,67,61,66,44,0,0,0,1,0,0,0,1
2454,6.99,75.9,69.9,3,85,62,71,80,67,56,72,69,71,48,54,49,4,69,1,2,40,0,29,1
2455,7.45,79.6,82.7,0,64,52,69,55,56,41,68,60,65,75,63,54,0,0,0,1,44,57,57,1
2456,6.58,72.6,72.0,0,80,73,69,63,69,68,60,57,70,50,52,41,1,75,0,1,0,0,0,1
2457,7.74,86.2,75.3,1,68,62,67,59,68,44,64,64,47,58,58,56,2,48,0,0,0,0,0,0
2458,7.43,77.8,76.5,3,58,42,57,47,53,57,47,45,46,57,48,58,0,0,0,1,13,0,0,0
